9.0003e-06	4.80004e-05	0.001042	0.074657	19	19	0	11	12
8.00006e-06	2.59997e-05	0.000233	0.088554	9	9	0	1	2
1.09999e-05	2.59997e-05	0.000201001	0.126631	6	6	0	0	2
1.09999e-05	2.80002e-05	0.000564	0.17987	20	20	0	10	10
6.00051e-06	3.1e-05	0.000252999	0.093909	9	9	0	1	3
6.99982e-06	3.90001e-05	0.02559	0.490455	1706	1706	0	1429	714
9.0003e-06	2.79993e-05	0.000273	0.241153	8	8	0	4	5
8.99937e-06	3.5e-05	0.000560001	0.217301	20	20	0	7	5
9.0003e-06	4.30001e-05	0.035756	0.468916	2311	2311	2	1023	1008
9.0003e-06	4.79994e-05	0.037775	0.592285	2525	2525	0	1757	540
9.0003e-06	2.80002e-05	0.000398	0.081314	13	13	0	9	10
8.00006e-06	2.59997e-05	0.00105	0.246121	44	44	0	28	8
1.00005e-05	7.00001e-05	0.593306	0.552896	50388	50388	4	44432	2754
5.00027e-06	4.09996e-05	0.085902	0.57754	6795	6779	163	5725	2176
8.00006e-06	2.59997e-05	0.000425	0.134661	14	14	0	0	8
9.0003e-06	2.59997e-05	0.000214	0.031099	8	8	0	1	4
8.00006e-06	4.29992e-05	0.011464	0.532869	738	738	2	418	135
9.0003e-06	5.8e-05	0.006248	0.382866	251	251	0	131	95
9.0003e-06	4.19999e-05	0.076036	0.314651	5816	5816	2	3625	1805
9.0003e-06	4.30001e-05	0.011695	0.537912	628	628	0	451	76
9.0003e-06	2.59997e-05	0.000481	0.12271	14	14	0	2	4
9.0003e-06	5.10002e-05	0.013811	0.542952	912	912	0	611	152
8.00006e-06	2.7e-05	0.000243	0.428967	8	8	0	2	3
9.0003e-06	2.79993e-05	0.00026	0.019685	10	10	0	3	4
8.00006e-06	2.7e-05	0.000433	0.12761	18	18	0	6	8
6.99982e-06	4.50006e-05	0.030292	0.603459	2368	2368	10	1410	576
1.20001e-05	2.59997e-05	0.000363001	0.148289	13	13	0	0	1
1.09999e-05	3.39998e-05	0.002995	0.55244	132	132	0	86	16
1.00005e-05	4.99999e-05	0.02972	0.542688	1942	1942	0	1411	270
1.30003e-05	3.20002e-05	0.000670999	0.007014	23	23	0	7	8
8.99937e-06	2.7e-05	0.000225	0.012068	7	7	0	0	3
9.0003e-06	2.99998e-05	0.004793	0.332607	264	264	0	136	60
9.0003e-06	2.99998e-05	0.000281001	0.05828	8	8	0	0	4
5.99958e-06	2.40002e-05	0.001014	0.460429	52	52	0	19	10
9.0003e-06	2.7e-05	0.000104	0.005553	3	3	0	0	1
8.00006e-06	3.60003e-05	0.011755	0.353314	676	676	0	306	152
6.99982e-06	2.40002e-05	0.000305	0.000924001	14	14	0	1	2
9.0003e-06	2.79993e-05	0.000270001	0.002587	9	9	0	0	1
8.00006e-06	2.80002e-05	0.000517	0.414461	19	19	0	2	6
9.0003e-06	3.99994e-05	0.00315	0.297052	164	164	0	48	72
9.0003e-06	2.99998e-05	0.00281	0.372217	128	128	0	65	35
8.00006e-06	2.29999e-05	0.000184	0.012212	6	6	0	0	1
8.00006e-06	3.5e-05	0.011452	0.398721	770	770	0	518	90
8.99937e-06	2.7e-05	0.000171	0.274445	5	5	0	0	1
8.99937e-06	2.80002e-05	0.000424	0.001795	14	14	0	1	2
9.0003e-06	2.90005e-05	0.000364	0.006953	11	11	0	1	2
9.0003e-06	2.7e-05	0.000229999	0.120002	8	8	0	1	2
8.00006e-06	4.80004e-05	0.040243	0.551409	2894	2894	0	2307	380
8.00006e-06	2.99998e-05	0.002641	0.472117	120	120	0	71	36
1.09999e-05	3.1e-05	0.000512999	0.167366	16	16	0	4	4
9.0003e-06	4.40003e-05	0.009036	0.523817	612	612	1	459	72
8.00006e-06	3.20002e-05	0.000627999	0.068971	23	23	0	7	4
1.09999e-05	2.80002e-05	0.002233	0.376396	112	112	0	72	36
9.0003e-06	2.80002e-05	0.000308	0.164341	9	9	0	3	4
8.00006e-06	2.39993e-05	0.000139	0.048754	4	4	0	0	1
8.00006e-06	2.29999e-05	0.000215	0.036004	7	7	0	0	2
8.99937e-06	2.80002e-05	0.000471001	0.315953	18	18	0	7	6
1.29994e-05	2.60007e-05	0.000140999	0.010523	4	4	0	0	1
8.00006e-06	3.69996e-05	0.016283	0.537193	1038	1038	0	863	144
9.0003e-06	2.7e-05	0.000264999	0.003193	9	9	0	1	2
9.0003e-06	2.99998e-05	0.002126	0.057219	100	100	2	47	15
8.00006e-06	4.19999e-05	0.117286	0.367875	9880	9880	2	7822	768
8.00006e-06	2.80002e-05	0.000358	0.340174	12	12	0	3	4
8.00006e-06	3.39998e-05	0.007183	0.600605	384	384	0	287	96
6.00051e-06	2.29999e-05	0.001643	0.23884	96	96	0	51	18
6.99982e-06	3.5e-05	0.00571	0.563333	280	280	0	148	80
6.99982e-06	3.30005e-05	0.001427	0.071451	58	58	0	23	24
5.99958e-06	7.80001e-05	0.063067	0.594524	2496	2496	0	1984	304
8.00006e-06	3.39998e-05	0.006656	0.516243	378	378	0	230	56
8.00006e-06	3.19993e-05	0.000645	0.103475	23	23	0	5	6
9.0003e-06	3.19993e-05	0.002264	0.511967	112	112	0	44	18
1.39996e-05	4.19999e-05	0.006897	0.048097	379	379	0	299	60
6.99982e-06	2.50004e-05	0.000458	0.004949	19	19	0	7	4
7.00075e-06	2.89995e-05	0.000669	0.147118	27	27	0	12	9
5.00027e-06	2.20006e-05	0.000622	0.114349	28	28	0	5	9
1.10008e-05	2.79993e-05	0.000573	0.029964	23	23	0	7	6
6.99982e-06	2.50004e-05	0.001033	0.235428	49	49	0	17	6
8.99937e-06	4.59999e-05	0.00238	0.042977	95	95	0	28	12
6.99982e-06	2.29999e-05	0.000111	0.00252	4	4	0	0	1
6.99982e-06	2.89995e-05	0.000832	0.395556	33	33	0	13	6
7.00075e-06	2.49995e-05	0.000191	0.023311	6	6	0	0	2
6.99982e-06	3.70005e-05	0.002538	0.391017	132	132	0	88	20
8.00006e-06	2.80002e-05	0.000333	0.008874	10	10	0	0	1
8.00006e-06	3.69996e-05	0.006913	0.55464	382	382	1	183	112
8.00006e-06	5.20004e-05	0.004431	0.440708	216	216	0	139	100
