1.40006e-05	3.5e-05	0.000271	0.582018	20	20	0	11	12
8.99937e-06	2.10004e-05	0.000111	0.74881	9	9	0	1	2
8.99937e-06	3.70005e-05	0.000194999	0.389212	7	7	0	0	2
6.99982e-06	2.90005e-05	0.000247	0.590672	20	20	0	9	5
5.99958e-06	2.20006e-05	0.000136999	0.325366	10	10	0	1	3
1.09999e-05	2.7e-05	0.010716	0.595765	991	991	0	832	119
1.00005e-05	2.09995e-05	0.00014	0.559467	9	9	0	4	5
6.00051e-06	2.09995e-05	0.000204	0.293183	15	15	0	3	5
6.00051e-06	2.79993e-05	0.013864	0.645755	1304	1304	0	1007	144
5.99958e-06	0.000123	0.015057	0.670981	1038	1038	0	865	90
7.99913e-06	2.50004e-05	0.000316	0.517608	14	14	0	9	10
8.00006e-06	2.90005e-05	0.000450999	0.685837	24	24	0	13	8
6.99982e-06	4.59999e-05	0.068354	0.566627	6336	6336	0	5647	162
9.0003e-06	5.89993e-05	0.038095	0.669722	3068	3068	0	2467	272
5.99958e-06	1.80006e-05	0.000228	0.339626	15	15	0	0	8
8.00006e-06	2.29999e-05	0.000182	0.284725	9	9	0	1	4
9.99961e-06	4.10005e-05	0.005412	0.554269	327	327	0	202	45
9.99961e-06	5.60004e-05	0.004969	0.553979	215	215	0	95	95
7.00075e-06	3.1e-05	0.032152	0.549997	2379	2379	0	1899	361
5.99958e-06	3.30005e-05	0.003786	0.556939	253	253	0	165	76
5.99958e-06	2.00002e-05	0.000206	0.347332	13	13	0	3	4
5.99958e-06	3.5e-05	0.00541	0.561331	453	453	0	271	76
8.99937e-06	2.50004e-05	0.000178	0.554026	9	9	0	2	3
9.0003e-06	3.20002e-05	0.000220999	0.202734	11	11	0	3	4
9.99961e-06	2.80002e-05	0.000333	0.294634	16	16	0	7	4
6.99982e-06	3.20002e-05	0.015149	0.56336	986	986	0	865	38
1.20001e-05	2.49995e-05	0.000244	0.373501	14	14	0	0	1
9.99961e-06	2.50004e-05	0.000719	0.563634	58	58	0	33	12
1.00005e-05	4.39994e-05	0.009141	0.552164	693	693	0	519	72
8.00006e-06	2.40002e-05	0.000378	0.192066	20	20	0	7	4
9.0003e-06	2.7e-05	0.00019	0.320498	8	8	0	0	3
8.99937e-06	3.80008e-05	0.002268	0.491405	130	130	0	77	20
5.99958e-06	2.29999e-05	0.000119	0.39309	9	9	0	0	4
5.99958e-06	2.00002e-05	0.000475	0.541842	41	41	0	15	10
9.99961e-06	2.70009e-05	0.000104	0.151421	4	4	0	0	1
1.00005e-05	3.99994e-05	0.006418	0.429325	382	382	0	240	76
1.00005e-05	2.59997e-05	0.000381	0.127204	14	14	0	1	2
8.00006e-06	2.29999e-05	0.000189	0.28108	10	10	0	0	1
6.99982e-06	2.19997e-05	0.000270001	0.559464	19	19	0	2	6
9.0003e-06	3.39998e-05	0.00218	0.388015	120	120	0	69	24
8.00006e-06	3.90001e-05	0.001263	0.351298	67	67	0	39	10
8.00006e-06	2.99998e-05	0.000161	0.336426	7	7	0	0	1
6.99982e-06	2.40002e-05	0.002982	0.422034	255	255	0	176	20
1.10008e-05	2.59997e-05	0.000138	0.411599	6	6	0	0	1
8.99937e-06	3.30005e-05	0.000306999	0.313852	14	14	0	1	2
9.0003e-06	2.60007e-05	0.000248	0.182825	11	11	0	1	2
8.99937e-06	2.60007e-05	0.000178	0.367154	9	9	0	1	2
9.0003e-06	5.39999e-05	0.015645	0.561181	967	967	0	766	95
6.99982e-06	2.40002e-05	0.001002	0.540155	73	73	0	47	12
8.00006e-06	3.30005e-05	0.000271	0.265808	14	14	0	4	4
9.0003e-06	4.99999e-05	0.003851	0.562202	188	188	0	107	36
8.99937e-06	2.60007e-05	0.000359	0.493936	18	18	0	4	4
1.00005e-05	3.29996e-05	0.001442	0.553393	76	76	0	44	12
5.99958e-06	2.10004e-05	0.000128	0.304636	10	10	0	3	4
1.00005e-05	2.49995e-05	0.000134001	0.343204	5	5	0	0	1
6.00051e-06	2.59997e-05	0.000108	0.335654	8	8	0	1	2
8.00006e-06	2.49995e-05	0.000331	0.547583	17	17	0	6	6
6.00051e-06	1.79997e-05	7.60006e-05	0.337541	5	5	0	0	1
9.0003e-06	3.60003e-05	0.005369	0.557937	319	319	0	233	48
9.0003e-06	2.40002e-05	0.000205	0.220799	10	10	0	1	2
1.29994e-05	3.80008e-05	0.001058	0.430059	53	53	0	21	6
1.49999e-05	5.20004e-05	0.030835	0.371234	2084	2084	0	1649	256
9.0003e-06	2.50004e-05	0.000275999	0.550867	13	13	0	3	4
7.99913e-06	3.30005e-05	0.003252	0.543662	193	193	0	143	24
6.00051e-06	2.80002e-05	0.000703	0.224907	54	54	0	29	9
6.00051e-06	2.59997e-05	0.002106	0.578004	181	181	0	118	20
6.00051e-06	2.09995e-05	0.000515	0.361919	41	41	0	23	6
9.0003e-06	4.59999e-05	0.010018	0.559617	588	588	0	481	76
9.99961e-06	3.30005e-05	0.003575	0.551819	197	197	0	136	49
8.00006e-06	2.29999e-05	0.000312001	0.314807	19	19	0	5	6
9.0003e-06	3.20002e-05	0.00137	0.554064	78	78	0	42	10
8.00006e-06	2.40002e-05	0.001716	0.36297	130	130	0	99	25
9.0003e-06	2.59997e-05	0.000366	0.494357	16	16	0	5	4
6.00051e-06	2.09995e-05	0.000291	0.532179	24	24	0	11	9
5.00027e-06	2.00002e-05	0.000301	0.31384	25	25	0	9	3
1.00005e-05	2.7e-05	0.000403999	0.382375	18	18	0	5	3
8.00006e-06	2.7e-05	0.000661	0.567278	34	34	0	12	4
1.00005e-05	2.59997e-05	0.000826	0.235379	69	69	0	16	12
5.99958e-06	1.60001e-05	8.60002e-05	0.191633	5	5	0	0	1
6.99982e-06	2.29999e-05	0.000336	0.56038	26	26	0	12	6
6.99982e-06	2.59997e-05	0.000156	0.336685	7	7	0	0	2
9.0003e-06	2.99998e-05	0.001059	0.549282	60	60	0	36	10
9.0003e-06	2.59997e-05	0.000239	0.290414	11	11	0	0	1
8.00006e-06	3.90001e-05	0.003769	0.899634	218	218	0	165	20
8.00006e-06	3.90001e-05	0.002882	0.548945	177	177	0	121	20
5.00027e-06	2.40002e-05	0.001438	0.648767	101	101	0	60	14
7.00075e-06	3.79998e-05	0.000642	0.359967	52	52	0	15	10
8.99937e-06	2.80002e-05	0.00033	0.420068	15	15	0	2	2
6.99982e-06	2.10004e-05	0.000232	0.281856	13	13	0	4	5
