5.00027e-06	9.19998e-05	0.001533	0.047198	22	22	0	15	12
6.00051e-06	4.39994e-05	0.000489	0.005263	8	8	0	1	2
6.99982e-06	2.30009e-05	0.000375999	0.016863	5	5	0	0	2
6.99982e-06	3.70005e-05	0.000867	0.018425	22	22	1	11	10
6.00051e-06	2.19997e-05	0.000555	0.005208	10	10	1	2	3
5.99958e-06	3.20002e-05	0.037434	0.438645	1768	1768	8	1482	1428
5.99958e-06	2.40002e-05	0.00039	0.050263	7	7	0	4	5
6.00051e-06	2.29999e-05	0.001227	0.113037	18	18	0	2	10
5.99958e-06	3.60003e-05	0.05019	0.127793	2318	1974	1151	25	564
8.00006e-06	4.09996e-05	0.10591	0.4567	4716	4716	146	3666	1620
6.00051e-06	2.40002e-05	0.000523	0.025723	12	12	0	9	10
5.99958e-06	2.59997e-05	0.001793	0.108293	40	40	0	28	32
6.99982e-06	4.30001e-05	5.80142	0.554214	271696	180655	107703	41584	13472
6.99982e-06	5.8e-05	0.255275	0.313544	24660	15192	7088	5767	2176
4.99934e-06	2.90005e-05	0.000747	0.023815	13	13	1	0	7
6.00051e-06	2.79993e-05	0.000359001	0.007963	10	10	1	3	4
6.00051e-06	3.1e-05	0.044645	0.110101	1881	1584	380	595	180
6.00051e-06	3.5e-05	0.013781	0.07008	420	420	42	229	95
5.99958e-06	3.30005e-05	0.11905	0.088246	6175	6163	560	3404	3610
6.00051e-06	3.29996e-05	0.039459	0.23062	1593	1533	344	719	228
6.99982e-06	2.29999e-05	0.000641	0.001922	12	12	2	0	4
1.19992e-05	4.30001e-05	0.087277	0.143294	5586	5546	838	3988	228
5.00027e-06	2.40002e-05	0.000574	0.070712	7	7	0	2	3
5.99958e-06	2.50004e-05	0.000372999	0.001388	8	8	0	2	4
6.99982e-06	3.00007e-05	0.000591	0.014056	16	16	0	6	8
9.99961e-06	4.39994e-05	0.172041	0.281034	12736	12736	3231	7943	608
5.99958e-06	2.29999e-05	0.000958	0.000822	12	12	0	0	1
6.00051e-06	2.99998e-05	0.008037	0.289773	216	216	0	132	48
8.00006e-06	4.10005e-05	0.150977	0.24971	7542	7514	260	6136	810
5.00027e-06	2.39993e-05	0.000847001	0.001243	22	22	2	5	8
6.00051e-06	2.39993e-05	0.000276	0.001095	6	6	0	0	3
5.99958e-06	2.60007e-05	0.011303	0.009397	488	431	188	67	73
5.99958e-06	2.29999e-05	0.000327	0.005978	7	7	0	0	4
5.00027e-06	2.89995e-05	0.003726	0.029334	78	78	9	25	20
5.99958e-06	2.29999e-05	0.000109	0.000873	2	2	0	0	1
4.99934e-06	2.99998e-05	0.031092	0.085063	1336	1223	327	394	207
5.00027e-06	2.79993e-05	0.000475001	0.000858	14	14	0	1	2
5.00027e-06	2.19997e-05	0.00037	0.000586	8	8	0	0	1
5.00027e-06	2.50004e-05	0.00151	0.008185	22	22	0	5	6
5.00027e-06	3.1e-05	0.010552	0.021077	400	352	150	76	58
5.00027e-06	3.20002e-05	0.005278	0.110289	150	150	5	30	65
5.00027e-06	2.09995e-05	0.000222	0.000496	5	5	0	0	1
6.00051e-06	2.99998e-05	0.043197	0.01414	1824	1682	616	438	251
5.99958e-06	2.59997e-05	0.000325001	0.004026	4	4	0	0	1
5.00027e-06	2.90005e-05	0.000556	0.000514	14	14	0	1	2
6.99982e-06	2.50004e-05	0.000553	0.00275	11	11	0	1	2
5.00027e-06	2.40002e-05	0.000452	0.002105	7	7	0	1	2
9.0003e-06	3.90001e-05	0.084132	0.311722	3432	3432	61	2437	1900
6.00051e-06	2.7e-05	0.005361	0.093673	117	117	0	69	72
5.99958e-06	2.19997e-05	0.000770001	0.01151	16	16	0	4	8
5.00027e-06	3.20002e-05	0.028468	0.125951	1512	1508	98	888	324
5.00027e-06	2.49995e-05	0.000907	0.001755	22	22	0	7	8
4.99934e-06	2.70009e-05	0.006045	0.011117	234	234	21	140	36
6.00051e-06	2.39993e-05	0.000442	0.020639	8	8	0	3	4
6.99982e-06	2.29999e-05	0.00016	0.001426	3	3	0	0	1
9.0003e-06	2.59997e-05	0.000273	0.00535	6	6	0	0	2
5.00027e-06	2.40002e-05	0.001034	0.002798	18	18	1	6	6
6.99982e-06	2.40002e-05	7.99997e-05	0.000639	3	3	0	0	1
4.99934e-06	3.80008e-05	0.028226	0.252673	1067	1067	0	893	864
4.99934e-06	2.20006e-05	0.000322999	0.001837	8	8	0	1	2
5.00027e-06	2.7e-05	0.002208	0.001292	143	74	28	7	10
8.00006e-06	3.49991e-05	0.747858	0.347074	39060	31166	13554	10034	4286
5.00027e-06	2.19997e-05	0.000754001	0.012359	11	11	0	3	4
5.00027e-06	2.7e-05	0.012628	0.026728	387	387	2	291	288
4.99934e-06	2.40002e-05	0.004358	0.010622	126	126	3	45	54
5.00027e-06	2.90005e-05	0.017048	0.434003	538	538	16	341	98
7.00075e-06	2.99998e-05	0.002086	0.002057	57	56	4	19	24
6.99982e-06	4.09996e-05	0.086325	0.335545	4256	4251	189	2792	1216
5.99958e-06	2.90005e-05	0.022822	0.119783	1008	1008	37	699	112
5.00027e-06	2.39993e-05	0.001057	0.001118	24	24	1	2	6
5.99958e-06	2.7e-05	0.009246	0.064555	222	222	6	114	18
5.99958e-06	3.00007e-05	0.009525	0.001592	378	378	2	297	300
5.00027e-06	2.59997e-05	0.000663999	0.000798	18	18	1	6	8
5.00027e-06	2.40002e-05	0.001467	0.00379	38	38	0	20	9
5.00027e-06	2.89995e-05	0.00129	0.002352	29	29	5	4	6
5.99958e-06	2.60007e-05	0.000938999	0.002531	24	24	2	5	6
5.00027e-06	2.49995e-05	0.002712	0.002804	64	57	7	13	12
5.00027e-06	3.5e-05	0.003108	0.001663	126	83	25	7	6
6.00051e-06	2.59997e-05	0.000118	0.001556	3	3	0	0	1
5.00027e-06	2.80002e-05	0.002274	0.022753	42	42	1	20	12
6.00051e-06	2.19997e-05	0.000299	0.001365	5	5	0	0	2
5.00027e-06	2.59997e-05	0.005387	0.016751	150	150	3	95	80
5.00027e-06	2.79993e-05	0.000521	0.000632999	9	9	0	0	1
5.99958e-06	3.00007e-05	0.021821	0.282454	1044	980	228	505	120
4.99934e-06	3.1e-05	0.008929	0.007205	306	240	33	126	100
5.00027e-06	2.80002e-05	0.007891	0.003789	382	360	76	143	84
5.99958e-06	2.50004e-05	0.00331	0.002877	84	81	20	11	11
5.00027e-06	2.10004e-05	0.000922999	0.001682	16	16	1	2	3
5.99958e-06	2.50004e-05	0.000475	0.000501	11	11	1	3	5
6.99982e-06	2.19997e-05	6.30002e-05	0.00037	2	2	0	0	1
4.99934e-06	3.80008e-05	0.008045	0.003863	245	214	27	81	16
5.00027e-06	2.29999e-05	0.00066	0.001188	16	16	0	5	6
5.99958e-06	3.30005e-05	0.024137	0.033279	999	807	284	235	140
5.00027e-06	2.19997e-05	0.00077	0.001089	11	11	0	0	1
4.99934e-06	2.50004e-05	0.002541	0.001515	62	53	5	11	12
5.00027e-06	3.79998e-05	0.044476	0.009567	2421	2421	15	2004	672
5.00027e-06	2.19997e-05	0.000616	0.001182	12	12	0	1	2
5.00027e-06	2.29999e-05	0.005938	0.015501	150	134	25	12	59
4.99934e-06	2.40002e-05	0.000351001	0.001063	6	6	0	0	1
5.99958e-06	2.80002e-05	0.001452	0.001513	31	26	3	1	3
3.9991e-06	2.80002e-05	0.039862	0.033861	1628	1628	46	1124	560
5.99958e-06	2.19997e-05	0.000224001	0.000958	4	4	0	0	1
6.00051e-06	2.29999e-05	0.001173	0.005015	16	16	1	3	4
6.99982e-06	3.20002e-05	0.027764	0.002721	1052	977	202	360	155
5.00027e-06	2.99998e-05	0.011284	0.005644	319	319	0	239	240
5.99958e-06	2.40002e-05	0.001271	0.014505	26	26	0	14	12
7.99913e-06	2.80002e-05	0.008347	0.090145	274	274	3	193	90
5.99958e-06	2.50004e-05	0.000206999	0.012846	4	4	0	0	2
5.00027e-06	2.40002e-05	0.00036	0.000562	8	8	0	0	2
5.00027e-06	3.1e-05	0.00467	0.001537	101	101	11	40	18
5.00027e-06	2.50004e-05	0.007509	0.012566	348	249	133	23	32
5.00027e-06	2.29999e-05	0.000461	0.00093	19	16	1	1	3
6.00051e-06	2.39993e-05	0.001069	0.000868999	31	31	0	17	18
6.99982e-06	2.59997e-05	0.00024	0.003822	3	3	0	0	1
5.00027e-06	3.20002e-05	0.003081	0.002603	136	100	30	11	15
7.00075e-06	2.49995e-05	0.000304	0.000947	6	6	0	1	2
