1.70004e-05	4.19999e-05	0.00034	0.58429	20	20	0
6.99982e-06	2.40002e-05	0.00017	0.683611	9	9	0
5.99958e-06	2.30009e-05	0.000166999	0.379077	7	7	0
2.80002e-05	3.39998e-05	0.000525	0.596326	20	20	0
5.99958e-06	2.80002e-05	0.000232	0.313352	10	10	0
7.00075e-06	4.19999e-05	0.015509	0.532769	991	967	24
8.00006e-06	2.7e-05	0.000168	0.526917	9	9	0
4.99934e-06	2.20006e-05	0.000198	0.265279	15	13	2
8.00006e-06	4.49996e-05	0.020066	0.546697	1304	1297	7
5.99958e-06	3.1e-05	0.012077	0.562053	1038	989	49
4.00003e-06	2.00002e-05	0.000224	0.579814	14	14	0
5.99958e-06	2.7e-05	0.000445	0.538377	24	24	0
5.00027e-06	3.69996e-05	0.055457	0.547837	6336	4341	1995
6.99982e-06	4.89997e-05	0.033124	0.623774	3068	2857	211
6.00051e-06	2.49995e-05	0.000333	0.324898	15	15	0
4.00003e-06	1.90008e-05	0.00015	0.346239	9	9	0
6.99982e-06	3.60003e-05	0.005717	0.554946	327	323	4
6.99982e-06	3.79998e-05	0.003811	0.621921	215	214	1
5.99958e-06	3.39998e-05	0.025594	0.543377	2379	2292	87
8.00006e-06	4.00003e-05	0.004643	0.55368	254	233	20
6.00051e-06	4.99999e-05	0.000322	0.34304	13	13	0
5.99958e-06	4.00003e-05	0.006996	0.554533	453	447	6
5.99958e-06	2.00002e-05	0.00017	0.588693	9	9	0
8.00006e-06	2.80002e-05	0.000288	0.203051	11	11	0
8.00006e-06	2.50004e-05	0.000329	0.29058	16	16	0
8.00006e-06	5.59995e-05	0.01569	0.555573	987	979	7
6.00051e-06	2.49995e-05	0.000177001	0.369882	14	12	2
5.00027e-06	2.29999e-05	0.000688	0.556781	58	58	0
9.0003e-06	4.79994e-05	0.011056	0.559335	694	684	9
8.00006e-06	2.80002e-05	0.000412	0.197354	20	20	0
8.99937e-06	2.80002e-05	0.000207	0.326706	8	8	0
8.00006e-06	3.39998e-05	0.0022	0.404474	130	129	1
8.00006e-06	2.50004e-05	0.000215	0.326494	9	9	0
8.99937e-06	3.20002e-05	0.000797	0.551397	41	41	0
4.00003e-06	2.10004e-05	6.49998e-05	0.151186	4	4	0
6.00051e-06	3.79998e-05	0.006302	0.42813	382	361	21
