1.89999e-05	0.000972	0.000972	0.13012	19	19	0
6.99982e-06	2.99998e-05	0.000267	0.152221	9	9	0
7.00075e-06	2.59997e-05	0.000204	0.202026	6	6	0
5.99958e-06	3.1e-05	0.000463	0.249119	20	20	0
6.99982e-06	3.1e-05	0.000274	0.117415	9	9	0
8.00006e-06	0.000146	0.031269	0.550437	1706	1706	0
5.99958e-06	2.7e-05	0.000332	0.250796	8	8	0
6.00051e-06	4.00003e-05	0.000585999	0.211712	20	20	0
8.00006e-06	6.2e-05	0.038139	0.538008	2311	2311	0
6.99982e-06	4.89997e-05	0.03818	0.599123	2525	2525	0
7.99913e-06	3.1e-05	0.00045	0.083456	13	13	0
5.00027e-06	2.7e-05	0.000995	0.243642	44	44	0
6.00051e-06	4.19999e-05	0.937187	0.575202	50389	43957	6431
6.99982e-06	6.30002e-05	0.089249	0.556064	6795	6740	39
4.00003e-06	2.29999e-05	0.000391999	0.142412	14	14	0
6.00051e-06	2.49995e-05	0.000445001	0.041709	8	8	0
6.99982e-06	4.40003e-05	0.011245	0.535089	738	738	0
8.00006e-06	5.50002e-05	0.005739	0.386711	251	251	0
7.00075e-06	4.39994e-05	0.079981	0.320722	5816	5806	10
8.00006e-06	4.69992e-05	0.011552	0.573561	628	628	0
5.99958e-06	3.00007e-05	0.000387	0.121943	14	14	0
6.99982e-06	5.20004e-05	0.01386	0.552997	913	912	0
6.00051e-06	3.39998e-05	0.000367	0.404994	8	8	0
6.99982e-06	3.30005e-05	0.000276	0.021331	10	10	0
1.10008e-05	2.59997e-05	0.00058	0.129399	18	18	0
6.99982e-06	5.50002e-05	0.031895	0.549841	2369	2362	6
6.00051e-06	2.80002e-05	0.000352	0.150492	13	13	0
8.00006e-06	3.70005e-05	0.003179	0.560872	132	132	0
7.00075e-06	4.59999e-05	0.029266	0.545292	1943	1934	8
5.99958e-06	2.29999e-05	0.000672	0.032284	23	23	0
6.00051e-06	3.39998e-05	0.000317	0.01103	7	7	0
5.00027e-06	3.59993e-05	0.005189	0.335642	264	264	0
7.00075e-06	2.79993e-05	0.000339	0.12933	8	8	0
8.00006e-06	4.99999e-05	0.001562	0.463914	52	52	0
8.00006e-06	2.80002e-05	0.000113	0.006287	3	3	0
5.99958e-06	3.70005e-05	0.011742	0.35558	676	666	10
7.00075e-06	2.7e-05	0.000353999	0.001036	14	14	0
5.99958e-06	2.99998e-05	0.000263	0.002443	9	9	0
