6.00051e-06	3.59993e-05	0.003292	0.643538	60	60	0
6.00051e-06	2.89995e-05	0.000324001	0.001832	6	6	0
6.99982e-06	0.000638	0.000433001	0.007073	4	4	0
5.00027e-06	3.29996e-05	0.000721	0.012771	28	28	0
5.99958e-06	5.90002e-05	0.000477	0.002345	8	8	0
6.00051e-06	3.29996e-05	0.037535	0.44394	2142	2142	0
5.99958e-06	2.50004e-05	0.00031	0.091549	10	10	0
5.99958e-06	5.39999e-05	0.001959	0.024532	24	24	0
5.99958e-06	4.89997e-05	0.01605	0.021316	2430	1158	0
5.99958e-06	3.20002e-05	0.137387	0.091556	11428	11364	0
5.99958e-06	2.80002e-05	0.0003	0.075139	10	10	0
6.00051e-06	2.40002e-05	0.000928	0.296776	32	32	0
6.99982e-06	4.70001e-05	0.379726	0.200101	806209	30213	0
6.00051e-06	5.19995e-05	1.23819	0.177775	62370	50094	0
5.99958e-06	2.7e-05	0.000512	0.022904	12	12	0
5.99958e-06	2.7e-05	0.000246	0.040712	8	8	0
5.00027e-06	2.99998e-05	0.020255	0.006812	6661	1497	0
6.00051e-06	4.59999e-05	0.007565	0.020226	418	386	0
5.99958e-06	3.90001e-05	0.11098	0.030417	7942	7843	0
5.99958e-06	4.10005e-05	0.032913	0.062733	2761	2472	0
5.00027e-06	2.99998e-05	0.000253	0.001459	8	8	0
5.00027e-06	3.59993e-05	0.229257	0.033919	18012	17937	0
5.00027e-06	2.7e-05	0.000349	0.030927	8	8	0
6.00051e-06	2.59997e-05	0.000118	0.00906	4	4	0
4.99934e-06	2.20006e-05	0.000216	0.037367	8	8	0
5.00027e-06	3.99994e-05	0.987786	0.549104	32832	32828	4
5.00027e-06	2.79993e-05	0.000615001	0.000777001	11	11	0
6.00051e-06	2.79993e-05	0.005072	0.121178	240	240	0
5.99958e-06	3.5e-05	0.677342	0.014432	36108	35850	0
5.00027e-06	2.49995e-05	0.000477	0.001142	20	19	0
4.00003e-06	2.29999e-05	0.00017	0.000981	5	5	0
5.00027e-06	2.80002e-05	0.005671	0.002668	840	367	0
5.00027e-06	2.29999e-05	0.000181	0.00329	6	6	0
4.00003e-06	2.40002e-05	0.002373	0.00433	120	108	0
6.00051e-06	2.7e-05	6.89998e-05	0.013568	1	1	0
5.99958e-06	2.99998e-05	0.032588	0.010524	3440	2754	0
5.00027e-06	2.59997e-05	0.000297	0.000829	14	14	0
4.99934e-06	2.50004e-05	0.000258	0.000574999	7	7	0
5.99958e-06	2.40002e-05	0.000698	0.001483	26	20	0
6.00051e-06	2.89995e-05	0.007391	0.008105	528	480	0
5.00027e-06	3.1e-05	0.011181	0.0562	320	320	0
5.00027e-06	3.1e-05	0.000116999	0.000464	4	4	0
6.00051e-06	3.29996e-05	0.023583	0.00438	3889	1732	0
5.00027e-06	2.29999e-05	0.000161	0.000572001	3	3	0
6.00051e-06	2.49995e-05	0.000424	0.000504999	14	14	0
4.99934e-06	2.20006e-05	0.000294	0.001536	10	10	0
4.99934e-06	2.50004e-05	0.000252	0.002279	6	6	0
5.99958e-06	3.20002e-05	0.125008	0.029317	10900	10864	0
5.00027e-06	2.59997e-05	0.002413	0.027038	108	108	0
4.99934e-06	3.1e-05	0.000245	0.031718	8	8	0
6.00051e-06	3.90001e-05	0.033533	0.042512	2736	2736	0
5.99958e-06	2.7e-05	0.000706	0.000996	24	22	0
6.99982e-06	3.30005e-05	0.006044	0.006671	337	325	0
5.00027e-06	3.20002e-05	0.000143999	0.024744	4	4	0
6.00051e-06	2.19997e-05	6.89998e-05	0.00098	2	2	0
6.00051e-06	2.19997e-05	0.000167	0.005247	4	4	0
5.99958e-06	2.99998e-05	0.000605	0.002164	22	22	0
6.00051e-06	2.19997e-05	8.60002e-05	0.000963	2	2	0
5.00027e-06	2.90005e-05	0.020621	0.054821	1308	1308	0
5.99958e-06	2.29999e-05	0.000200001	0.002217	7	7	0
5.99958e-06	2.60007e-05	0.002232	0.001147	244	93	0
6.99982e-06	3.79998e-05	0.441327	0.081214	81024	20158	0
5.00027e-06	2.79993e-05	0.000241	0.003986	10	10	0
5.00027e-06	3.5e-05	0.005955	0.003806	414	408	0
5.00027e-06	3.1e-05	0.001587	0.007594	109	108	0
5.00027e-06	3.69996e-05	0.020361	0.155491	1736	1631	0
5.00027e-06	3.30005e-05	0.000926999	0.002086	56	54	0
5.99958e-06	3.90001e-05	0.147339	0.052705	15745	13998	0
6.00051e-06	3.60003e-05	0.04012	0.028292	3640	3640	0
5.99958e-06	2.7e-05	0.000424	0.000608	18	18	0
5.00027e-06	2.80002e-05	0.006167	0.002905	384	269	0
5.00027e-06	3.5e-05	0.007291	0.001642	372	372	0
5.00027e-06	2.19997e-05	0.000387	0.001738	16	15	0
5.99958e-06	2.99998e-05	0.001235	0.002688	53	52	0
5.99958e-06	2.80002e-05	0.001068	0.003805	40	34	0
5.99958e-06	2.10004e-05	0.000694999	0.002505	24	24	0
5.00027e-06	2.80002e-05	0.001275	0.002807	93	51	0
6.00051e-06	3.1e-05	0.002034	0.001651	181	86	0
6.00051e-06	2.40002e-05	7.19996e-05	0.001101	2	2	0
5.99958e-06	2.59997e-05	0.001717	0.007196	60	59	0
5.99958e-06	2.50004e-05	0.000153	0.001333	4	4	0
5.00027e-06	2.49995e-05	0.004351	0.005239	220	220	0
5.99958e-06	3.30005e-05	0.000264999	0.000648	8	8	0
4.99934e-06	3.5e-05	0.022837	0.106712	1848	1840	0
5.99958e-06	3.70005e-05	0.006565	0.009002	480	347	0
5.99958e-06	2.80002e-05	0.006654	0.002035	516	433	0
6.00051e-06	2.40002e-05	0.001821	0.003018	101	80	0
5.99958e-06	0.000496	0.001028	0.001329	16	15	0
5.00027e-06	3.1e-05	0.000302	0.000542999	10	10	0
5.99958e-06	2.40002e-05	3.60003e-05	0.002566	1	1	0
8.00006e-06	9.59998e-05	0.013674	0.00598	333	265	0
5.99958e-06	2.40002e-05	0.000404	0.003363	15	15	0
7.00075e-06	3.59993e-05	0.009494	0.002823	1254	533	0
5.00027e-06	2.39993e-05	0.000410001	0.000997	10	10	0
6.00051e-06	3.1e-05	0.00139	0.001452	61	49	0
5.00027e-06	2.80002e-05	0.030842	0.009233	2437	2424	0
5.00027e-06	2.19997e-05	0.000317	0.000689	12	12	0
5.99958e-06	2.90005e-05	0.003619	0.001588	172	116	0
5.00027e-06	2.29999e-05	0.000182999	0.000953	5	5	0
5.00027e-06	3.39998e-05	0.000851	0.003466	34	27	0
6.00051e-06	4.09996e-05	0.027834	0.002942	1722	1645	0
5.99958e-06	2.40002e-05	0.00011	0.000875	3	3	0
5.99958e-06	2.7e-05	0.000373	0.000739	14	12	0
5.00027e-06	3.39998e-05	0.01677	0.002694	1766	1115	0
6.00051e-06	3.29996e-05	0.006714	0.003298	318	318	0
6.99982e-06	3.20002e-05	0.001309	0.00875	37	36	0
6.99982e-06	3.39998e-05	0.009847	0.016128	648	648	0
5.00027e-06	2.19997e-05	8.60002e-05	0.030807	2	2	0
6.00051e-06	2.19997e-05	0.000158	0.00056	6	6	0
5.99958e-06	3.40007e-05	0.002195	0.000922	108	84	0
6.00051e-06	2.29999e-05	0.004162	0.001343	528	207	0
5.99958e-06	3.1e-05	0.000384	0.000903	18	15	0
6.00051e-06	2.59997e-05	0.000876	0.000834	30	30	0
6.00051e-06	2.29999e-05	8.39997e-05	0.005032	2	2	0
6.00051e-06	2.79993e-05	0.003065	0.002493	192	128	0
6.00051e-06	2.99998e-05	0.000188	0.002522	5	5	0
