6.99982e-06	3.69996e-05	0.000317	0.123503
4.99934e-06	1.89999e-05	0.000258001	0.174189
6.00051e-06	2.40002e-05	0.000146	0.201356
6.99982e-06	2.50004e-05	0.000426999	0.238026
5.99958e-06	2.40002e-05	0.000242	0.135153
6.99982e-06	3.99994e-05	0.028139	0.488374
8.00006e-06	2.7e-05	0.000296	0.245504
8.00006e-06	2.80002e-05	0.000574	0.237409
9.0003e-06	5.10002e-05	0.03652	0.46783
1.40006e-05	5.29997e-05	0.038224	0.625762
8.00006e-06	2.7e-05	0.000407	0.081516
6.99982e-06	2.99998e-05	0.001025	0.244742
1.00005e-05	7.09994e-05	0.71195	0.567914
9.0003e-06	6.79996e-05	0.095039	0.632323
8.00006e-06	0.000103	0.005721	0.193885
6.99982e-06	2.80002e-05	0.000236	0.034745
5.99958e-06	4.10005e-05	0.013179	0.544331
1.00005e-05	5.59995e-05	0.006089	0.392007
7.00075e-06	3.59993e-05	0.080552	0.31635
7.00075e-06	4.49996e-05	0.015035	0.567944
8.00006e-06	3.39998e-05	0.000553	0.12352
9.0003e-06	5.19995e-05	0.014114	0.545577
5.00027e-06	1.99992e-05	0.000189	0.398641
9.0003e-06	3.1e-05	0.000304	0.020707
7.00075e-06	2.49995e-05	0.000496	0.176227
1.30003e-05	5.39999e-05	0.032233	0.568714
6.99982e-06	3.39998e-05	0.000362	0.15335
9.0003e-06	3.79998e-05	0.003067	0.556299
8.00006e-06	4.70001e-05	0.029697	0.546187
6.99982e-06	2.80002e-05	0.000547	0.008405
8.00006e-06	2.7e-05	0.000281	0.012035
1.20001e-05	4.09996e-05	0.00531	0.334339
6.99982e-06	2.99998e-05	0.000383	0.084283
8.00006e-06	2.7e-05	0.001287	0.464228
9.99961e-06	3.29996e-05	0.000116	0.00661
6.99982e-06	3.59993e-05	0.011201	0.356058
1.29994e-05	2.80002e-05	0.00053	0.001131
1.30003e-05	2.99998e-05	0.000298	0.002862
1.00005e-05	3.39998e-05	0.000566	0.418971
8.99937e-06	0.000289001	0.004303	0.297805
8.00006e-06	3.19993e-05	0.002768	0.329119
1.09999e-05	3.30005e-05	0.000194	0.012327
8.99937e-06	3.20002e-05	0.012071	0.400131
6.99982e-06	3.29996e-05	0.000156	0.248515
8.00006e-06	2.80002e-05	0.000475001	0.001593
8.00006e-06	2.50004e-05	0.000316	0.007405
8.00006e-06	2.29999e-05	0.000229	0.118585
8.99937e-06	4.40003e-05	0.041315	0.548498
8.99937e-06	3.60003e-05	0.002596	0.473217
6.99982e-06	2.99998e-05	0.000393	0.170634
8.00006e-06	4.40003e-05	0.008463	0.553756
8.00006e-06	2.80002e-05	0.000549	0.071054
9.0003e-06	3.29996e-05	0.002321	0.376784
9.99961e-06	3.29996e-05	0.000369	0.211173
8.00006e-06	2.40002e-05	0.000135	0.050565
6.99982e-06	2.7e-05	0.000200001	0.035541
8.00006e-06	3.1e-05	0.000533	0.317184
8.00006e-06	2.7e-05	0.000157	0.01225
8.99937e-06	3.70005e-05	0.016828	0.537648
6.99982e-06	2.90005e-05	0.000256999	0.003002
1.00005e-05	4.30001e-05	0.002268	0.060036
1.20001e-05	4.19999e-05	0.119456	0.398125
6.00051e-06	3.5e-05	0.000426	0.338871
1.00005e-05	4.59999e-05	0.00747	0.438744
8.00006e-06	3.1e-05	0.002036	0.164518
1.20001e-05	4.39994e-05	0.005768	0.558957
9.0003e-06	2.80002e-05	0.001538	0.022693
6.99982e-06	4.60008e-05	0.047186	0.556739
8.00006e-06	4.09996e-05	0.006836	0.517154
9.0003e-06	3.39998e-05	0.000806	0.105807
8.99937e-06	4.00003e-05	0.002284	0.513705
9.0003e-06	4.09996e-05	0.007218	0.052089
5.99958e-06	2.90005e-05	0.000473	0.004851
8.00006e-06	2.80002e-05	0.000762	0.147417
8.00006e-06	3.1e-05	0.00077	0.11487
5.99958e-06	3.30005e-05	0.000572	0.029746
8.99937e-06	3.20002e-05	0.001215	0.260864
9.0003e-06	4.30001e-05	0.002198	0.040788
6.99982e-06	2.40002e-05	0.000108	0.002394
8.99937e-06	3.70005e-05	0.000837	0.399747
8.99937e-06	3.1e-05	0.000303	0.030509
