1.79997e-05	0.000245	0.003839	0.75723
6.00051e-06	3.69996e-05	0.000228	0.001767
5.99958e-06	2.50004e-05	0.00015	0.005801
5.00027e-06	2.19997e-05	0.000961	0.012168
6.99982e-06	2.00002e-05	0.000188	0.000684
6.99982e-06	2.7e-05	0.028731	0.48627
8.00006e-06	2.20006e-05	0.000325999	0.089325
1.40006e-05	2.59997e-05	0.000937	0.013121
8.00006e-06	3.69996e-05	0.016425	0.019702
5.99958e-06	3.70005e-05	0.139081	0.092797
1.09999e-05	2.40002e-05	0.000302	0.072956
9.0003e-06	2.39993e-05	0.000893001	0.264166
6.00051e-06	4.29992e-05	0.414289	0.170452
5.99958e-06	4.20008e-05	0.804425	0.172598
6.99982e-06	2.19997e-05	0.000414	0.050518
6.99982e-06	2.19997e-05	0.000276	0.038514
9.0003e-06	2.99998e-05	0.019426	0.005254
5.99958e-06	3.30005e-05	0.007221	0.018472
6.00051e-06	3.5e-05	0.114493	0.028742
6.99982e-06	3.20002e-05	0.030191	0.036572
6.99982e-06	2.90005e-05	0.00025	0.001398
8.00006e-06	3.29996e-05	0.446818	0.032546
1.09999e-05	2.09995e-05	0.000373	0.028877
7.00075e-06	2.29999e-05	0.000163999	0.008276
1.20001e-05	2.19997e-05	0.000428	0.068914
4.99934e-06	3.90001e-05	1.23312	0.541877
8.99937e-06	2.20006e-05	0.000573	0.000777
8.00006e-06	2.59997e-05	0.004971	0.117471
6.99982e-06	5.10002e-05	0.613946	0.014684
7.99913e-06	2.10004e-05	0.000444	0.001092
5.99958e-06	2.29999e-05	0.000200001	0.001076
7.99913e-06	3.30005e-05	0.005974	0.002708
6.00051e-06	2.49995e-05	0.000266	0.002718
7.99913e-06	2.50004e-05	0.002299	0.004367
6.00051e-06	2.89995e-05	7.40001e-05	0.013638
8.00006e-06	2.89995e-05	0.032016	0.010458
9.99961e-06	2.20006e-05	0.000317	0.000857
6.00051e-06	2.09995e-05	0.000206	0.000597
9.99961e-06	2.50004e-05	0.00067	0.001461
8.00006e-06	3.1e-05	0.006967	0.007678
6.99982e-06	2.7e-05	0.005458	0.050703
6.99982e-06	2.60007e-05	0.00014	0.000465
9.0003e-06	2.59997e-05	0.022482	0.004293
6.99982e-06	2.29999e-05	0.000135001	0.000584999
8.00006e-06	2.20006e-05	0.000403999	0.00053
6.00051e-06	3.29996e-05	0.000305	0.00111
6.99982e-06	2.20006e-05	0.000236	0.002342
