8.00006e-06	6.6e-05	0.001711	0.054428	22	22
6.00051e-06	2.59997e-05	0.000561	0.005611	8	8
5.00027e-06	2.99998e-05	0.00036	0.016188	5	5
5.99958e-06	2.40002e-05	0.000868999	0.019689	22	22
5.00027e-06	0.000172	0.001031	0.007532	10	10
5.00027e-06	3.39998e-05	0.038196	0.420357	1768	1768
5.99958e-06	2.50004e-05	0.000491	0.050486	7	7
5.99958e-06	2.40002e-05	0.001287	0.073414	18	18
5.99958e-06	3.60003e-05	0.045944	0.13251	2318	1974
7.00075e-06	3.59993e-05	0.101076	0.449269	4716	4716
5.99958e-06	2.40002e-05	0.000584	0.0256	12	12
6.00051e-06	0.001663	0.004642	0.135255	40	40
6.99982e-06	5.29997e-05	5.49554	0.56566	271697	180655
5.00027e-06	6.09998e-05	0.239493	0.289026	24660	15192
4.99934e-06	3.1e-05	0.000827	0.023942	13	13
6.99982e-06	2.20006e-05	0.000378	0.008043	10	10
5.99958e-06	3.70005e-05	0.044084	0.110416	1882	1584
5.99958e-06	4.10005e-05	0.014025	0.070129	420	420
5.99958e-06	3.80008e-05	0.116419	0.087516	6175	6163
6.99982e-06	4.09996e-05	0.04089	0.287928	1594	1533
6.99982e-06	2.80002e-05	0.000704	0.002137	12	12
6.99982e-06	6.29993e-05	0.101396	0.175237	5587	5546
5.00027e-06	2.7e-05	0.00067	0.11991	7	7
4.99934e-06	7.10003e-05	0.000836	0.005298	8	8
5.99958e-06	0.000104	0.001618	0.029689	16	16
6.00051e-06	6.79996e-05	0.205145	0.425363	12737	12736
5.00027e-06	3.29996e-05	0.003629	0.00149	12	12
1.00005e-05	0.000326999	0.075685	0.453923	216	216
6.00051e-06	3.29996e-05	0.182331	0.353077	7542	7514
6.00051e-06	0.000268	0.003444	0.003302	22	22
5.00027e-06	2.19997e-05	0.00047	0.001176	6	6
5.99958e-06	2.80002e-05	0.019914	0.011966	488	431
5.99958e-06	2.00002e-05	0.000685	0.007525	7	7
5.99958e-06	2.60007e-05	0.009872	0.047334	78	78
5.99958e-06	5.8e-05	0.00036	0.005359	2	2
6.00051e-06	2.7e-05	0.070966	0.22403	1336	1223
5.00027e-06	0.000259	0.004136	0.005523	14	14
5.99958e-06	0.000386001	0.001834	0.004838	8	8
8.00006e-06	0.000278	0.005901	0.041882	22	22
6.00051e-06	0.000177	0.023417	0.046205	400	352
1.20001e-05	3.20002e-05	0.014881	0.194499	150	150
6.00051e-06	2.39993e-05	0.000511	0.000747999	5	5
5.00027e-06	2.39993e-05	0.071047	0.038979	1825	1682
4.99934e-06	2.00002e-05	0.001226	0.004994	4	4
6.99982e-06	0.000465	0.002299	0.00057	14	14
1.49999e-05	4.40003e-05	0.001663	0.002925	11	11
8.00006e-06	2.79993e-05	0.001513	0.004703	7	7
6.99982e-06	0.000249	0.323805	0.760714	3433	3432
6.99982e-06	2.60007e-05	0.005729	0.118697	117	117
6.00051e-06	2.29999e-05	0.0008	0.012725	16	16
5.99958e-06	8.30004e-05	0.03981	0.129877	1512	1508
6.99982e-06	2.7e-05	0.00137	0.00174	22	22
6.00051e-06	0.000299	0.012737	0.015746	235	234
6.00051e-06	2.29999e-05	0.00048	0.020855	8	8
9.99961e-06	2.50004e-05	0.000198	0.001534	3	3
4.99934e-06	2.60007e-05	0.00032	0.00528	6	6
6.99982e-06	0.001262	0.003174	0.009242	18	18
5.00027e-06	2.19997e-05	9.40003e-05	0.000653	3	3
4.99934e-06	3.00007e-05	0.029047	0.257974	1067	1067
7.00075e-06	2.29999e-05	0.000355	0.01074	8	8
5.99958e-06	2.7e-05	0.00235	0.001254	143	74
5.00027e-06	3.69996e-05	0.750146	0.355227	39060	31166
6.00051e-06	2.39993e-05	0.000904	0.013357	11	11
5.99958e-06	2.80002e-05	0.022249	0.027259	387	387
6.99982e-06	2.80002e-05	0.00451	0.010448	127	126
4.99934e-06	2.80002e-05	0.017095	0.438134	538	538
6.99982e-06	2.80002e-05	0.002231	0.002214	57	56
5.99958e-06	3.30005e-05	0.092293	0.297819	4257	4251
5.00027e-06	2.99998e-05	0.021855	0.123308	1008	1008
5.99958e-06	3.1e-05	0.001144	0.001073	24	24
5.99958e-06	3.5e-05	0.009183	0.064772	222	222
6.00051e-06	2.99998e-05	0.009841	0.001657	378	378
6.99982e-06	2.7e-05	0.000700001	0.000797	18	18
6.00051e-06	2.39993e-05	0.001501	0.004061	38	38
8.00006e-06	2.59997e-05	0.001291	0.002353	29	29
6.00051e-06	2.29999e-05	0.000983	0.002569	24	24
6.00051e-06	2.80002e-05	0.004316	0.004428	64	57
6.99982e-06	2.99998e-05	0.004193	0.001917	126	83
4.99934e-06	2.80002e-05	0.000122	0.001587	3	3
6.00051e-06	3.29996e-05	0.003276	0.355578	42	42
7.00075e-06	7.09994e-05	0.001043	0.005963	5	5
6.00051e-06	2.99998e-05	0.005713	0.017263	150	150
5.00027e-06	2.19997e-05	0.000557001	0.000627	9	9
5.99958e-06	2.90005e-05	0.022185	0.288784	1044	980
7.00075e-06	2.89995e-05	0.00859	0.007351	306	240
5.00027e-06	3.49991e-05	0.00792	0.003855	382	360
5.00027e-06	0.000231	0.005703	0.00984	84	81
6.00051e-06	2.09995e-05	0.000977	0.00165	16	16
6.00051e-06	2.80002e-05	0.000469999	0.000535999	11	11
5.00027e-06	2.40002e-05	6.6e-05	0.000406	2	2
5.99958e-06	3.30005e-05	0.008177	0.003801	245	214
5.00027e-06	2.59997e-05	0.000748	0.001216	16	16
5.99958e-06	2.80002e-05	0.022993	0.034892	999	807
6.00051e-06	2.59997e-05	0.000859	0.001077	11	11
6.00051e-06	0.000169	0.004858	0.004367	62	53
5.00027e-06	3.5e-05	0.045488	0.010333	2422	2421
5.00027e-06	2.29999e-05	0.000631	0.001187	12	12
5.99958e-06	2.90005e-05	0.00594	0.01541	150	134
5.99958e-06	2.10004e-05	0.000339	0.001058	6	6
5.00027e-06	4.99999e-05	0.003685	0.00303	31	26
5.99958e-06	2.99998e-05	0.040855	0.035397	1628	1628
5.99958e-06	2.29999e-05	0.000242	0.000934	4	4
