
2.39993e-05	6.00005e-05	0.000473	0.568622	20	20
5.99958e-06	2.59997e-05	0.000212001	0.687058	9	9
6.99982e-06	2.59997e-05	0.000133	0.363725	7	7
5.00027e-06	2.89995e-05	0.000423	0.551179	20	20
1.10008e-05	2.79993e-05	0.000254001	0.313904	10	10
8.00006e-06	3.99994e-05	0.016058	0.551771	991	991
6.99982e-06	2.7e-05	0.000208	0.526835	9	9
8.00006e-06	2.89995e-05	0.000295	0.273108	15	15
8.00006e-06	5.30006e-05	0.019791	0.547841	1304	1304
1.29994e-05	5.50002e-05	0.015782	0.562044	1038	1038
7.00075e-06	2.59997e-05	0.00032	0.497368	14	14
6.99982e-06	3.79998e-05	0.000515	0.571605	24	24
8.00006e-06	5.69997e-05	0.070653	0.563104	6336	6336
8.00006e-06	5.70007e-05	0.038918	0.563289	3068	3068
8.00006e-06	2.80002e-05	0.000331	0.330528	15	15
7.00075e-06	2.79993e-05	0.000189	0.264799	9	9
6.99982e-06	4.70001e-05	0.005592	0.549719	327	327
8.99937e-06	4.80004e-05	0.004449	0.554804	215	215
8.99937e-06	4.99999e-05	0.033905	0.550571	2379	2379
6.99982e-06	4.49996e-05	0.00498	0.557425	254	253
8.00006e-06	2.90005e-05	0.000271999	0.277947	13	13
9.0003e-06	4.70001e-05	0.007851	0.647277	453	453
5.99958e-06	2.10004e-05	0.000128	0.559358	9	9
8.00006e-06	3.5e-05	0.00029	0.207208	11	11
6.99982e-06	2.59997e-05	0.000331	0.294253	16	16
8.00006e-06	5.10002e-05	0.016226	0.56325	987	986
8.00006e-06	2.29999e-05	0.000215	0.380667	14	14
9.0003e-06	3.19993e-05	0.000688001	0.567086	58	58
8.00006e-06	4.49996e-05	0.01058	0.548771	694	693
8.00006e-06	3.19993e-05	0.000439	0.195182	20	20
5.00027e-06	1.79997e-05	0.000108	0.318973	8	8
5.00027e-06	2.29999e-05	0.001479	0.403085	130	130
8.00006e-06	2.7e-05	0.000206	0.323009	9	9
6.00051e-06	2.49995e-05	0.00054	0.54978	41	41
9.0003e-06	2.59997e-05	0.000118	0.150448	4	4
6.00051e-06	3.1e-05	0.004586	0.478417	382	382
8.00006e-06	3.20002e-05	0.000305	0.12614	14	14
5.99958e-06	3.1e-05	0.000183	0.279947	10	10
6.00051e-06	2.29999e-05	0.000278	0.541512	19	19
8.00006e-06	4.09996e-05	0.002171	0.391399	120	120
8.00006e-06	3.5e-05	0.001211	0.378702	67	67
5.99958e-06	2.7e-05	0.000114	0.332951	7	7
8.00006e-06	3.99994e-05	0.004285	0.421515	255	255
7.00075e-06	2.49995e-05	0.000130001	0.411616	6	6
9.0003e-06	3.29996e-05	0.000319	0.314722	14	14
6.99982e-06	3.20002e-05	0.000229	0.181564	11	11
8.00006e-06	2.7e-05	0.000202	0.385014	9	9
9.0003e-06	4.49996e-05	0.014999	0.665994	968	967
4.99934e-06	3.00007e-05	0.000953	0.548024	73	73
8.00006e-06	2.59997e-05	0.00028	0.2624	14	14
8.00006e-06	4.49996e-05	0.003598	0.560126	188	188
8.00006e-06	2.40002e-05	0.000294	0.492776	18	18
9.0003e-06	3.5e-05	0.001387	0.632607	76	76
8.00006e-06	2.49995e-05	0.000207	0.304003	10	10
8.00006e-06	2.90005e-05	0.000115	0.341887	5	5
9.0003e-06	2.7e-05	0.00018	0.335753	8	8
8.00006e-06	2.90005e-05	0.000325	0.548394	17	17
8.99937e-06	2.7e-05	0.000124	0.306214	5	5
9.0003e-06	4.39994e-05	0.005877	0.56066	320	319
8.00006e-06	3.20002e-05	0.000197	0.221408	10	10
8.99937e-06	3.40007e-05	0.001043	0.430259	53	53
8.99937e-06	4.90006e-05	0.029412	0.415347	2084	2084
6.99982e-06	3.1e-05	0.000288	0.549845	13	13
6.00051e-06	2.49995e-05	0.00212	0.566353	193	193
6.00051e-06	2.49995e-05	0.000754001	0.212283	55	54
8.99937e-06	3.80008e-05	0.002248	0.586391	181	181
6.99982e-06	2.99998e-05	0.000618001	0.360447	41	41
5.00027e-06	4.39994e-05	0.007933	0.559432	588	588
8.00006e-06	3.79998e-05	0.003543	0.552255	197	197
8.00006e-06	3.20002e-05	0.000368	0.315542	19	19
9.99961e-06	4.09996e-05	0.001358	0.559464	78	78
7.99913e-06	3.90001e-05	0.002324	0.365492	131	130
7.99913e-06	2.60007e-05	0.000306999	0.491667	16	16
8.00006e-06	3.1e-05	0.000529001	0.548599	24	24
5.00027e-06	2.19997e-05	0.000351	0.340846	25	25
5.00027e-06	2.09995e-05	0.000252	0.441125	18	18
7.99913e-06	3.90001e-05	0.000632	0.650899	34	34
5.00027e-06	2.7e-05	0.000961999	0.304871	69	69
4.99934e-06	2.00002e-05	9.00002e-05	0.202504	5	5
5.99958e-06	2.40002e-05	0.000374	0.742607	26	26
4.00003e-06	1.89999e-05	0.00011	0.354451	7	7
8.00006e-06	3.39998e-05	0.001218	0.585971	60	60
5.00027e-06	1.89999e-05	0.000173	0.28878	11	11
5.99958e-06	3.60003e-05	0.003836	0.646143	218	218
5.00027e-06	2.49995e-05	0.001976	0.54839	177	177
6.99982e-06	3.1e-05	0.001868	0.543278	101	101
9.0003e-06	3.29996e-05	0.001019	0.360248	52	52
8.00006e-06	2.59997e-05	0.000274	0.419453	15	15
9.0003e-06	3.30005e-05	0.000304	0.284063	13	13
6.99982e-06	2.59997e-05	0.000102	0.067343	4	4
5.00027e-06	2.7e-05	0.001236	0.338161	105	105
5.00027e-06	2.59997e-05	0.000277	0.435043	18	18
6.99982e-06	3.1e-05	0.005039	0.551759	345	345
6.99982e-06	2.40002e-05	0.000208	0.423997	13	13
8.00006e-06	2.80002e-05	0.000822	0.506518	48	48
6.99982e-06	3.20002e-05	0.005952	0.547424	347	347
6.99982e-06	2.7e-05	0.000278	0.385113	14	14
4.99934e-06	2.40002e-05	0.001201	0.325595	92	92
5.00027e-06	2.29999e-05	0.000127	0.234707	8	8
6.99982e-06	2.80002e-05	0.000437	0.396135	25	25
5.99958e-06	2.59997e-05	0.004972	0.550625	435	435
6.99982e-06	2.50004e-05	0.000122	0.331041	6	6
8.00006e-06	2.59997e-05	0.000248	0.283808	13	13
9.0003e-06	4.19999e-05	0.004049	0.557238	217	217
7.00075e-06	3.29996e-05	0.002415	0.548808	141	141
8.00006e-06	3.1e-05	0.000499	0.576109	25	25
7.00075e-06	2.79993e-05	0.001641	0.76608	105	105
7.00075e-06	2.39993e-05	0.000153	0.186676	6	6
4.99934e-06	2.40002e-05	0.000207	0.247107	9	9
